id;Balise_Mere;title;label ;propriete de;aspect de;discipline;count
Q1423543;;graisse animale;Les graisses et les huiles qui dérivent d'animaux;{Q912613};null;null;1
Q146657;;grand cercle;intersection d'une sphère et d'un plan qui passe par son centre;{Q91345714, Q10288828};null;Q131089;1
Q216107;;grand magasin;commerce de détail multispécialiste exploité par une société commerciale unique;{Q213441, Q655686};null;null;1
Q1549591;VILLE;grande ville;ville de plus de 100 000 habitants;{Q515};null;null;4
Q271588;ARTS;gravure;ensemble de pratiques artistiques d'impression d'une image, aussi appelée estampe;{Q11177771, Q911059, Q11034};null;null;1
Q16887380;;groupe;regroupement d'entités ayant des caractéristiques semblables;{Q28813620};null;null;4
Q4502119;;groupe artistique;club ou groupe d'artistes qui partagent un idéal commun;{Q16334295, Q48204};null;null;1
Q56256086;;groupe de composés chimiques;type de groupe;{Q17339814};null;null;3
Q1208380;;groupe de dialectes;regroupement de dialectes apparentés;{Q17376908};null;null;1
Q215380;MUSIQUE;groupe de musique;ensemble musical formé de quelques musiciens, chanteurs ou instrumentistes;{Q2088357};null;null;20
Q14514600;;groupe de personnages de fiction;ensemble de personnages de fiction;{Q23010327};null;null;6
Q28061975;CREATURE;groupe de personnages de la mythologie grecque;Pas de descriptions;{Q20830276, Q14514600};Q34726;null;11
Q851990;CIVILISATION;groupe de population;terme démographique que les personnes résumant après chaque caractéristiques statistiques;{Q874405};null;null;1
Q5741069;;groupe de rock;groupe de musique jouant du rock;{Q215380};null;null;3
Q59199015;;groupe de stréréoisomères;Pas de descriptions;{Q15711994};Q235816;null;1
Q17339814;;groupe de substances chimiques;métaclasse de deuxième ordre;{Q98119401};Q79529;Q2329;9
Q16334295;CIVILISATION;groupe d'humains;n'importe quel groupe constitué d'êtres humains;{Q16334298};null;null;8
Q15711994;COMPOSANTS;groupe d'isomères;Pas de descriptions;{Q56256086};null;null;5
Q55662456;;groupe d'isomères ortho, méta et para;Pas de descriptions;{Q15711994, Q29430681};Q902363;null;2
Q83306;;groupe du tableau périodique;colonne d'éléments du tableau périodique des éléments chimiques;{Q19549};null;null;1
Q2531956;CIVILISATION;groupe ethnique;groupe ethnique, minorité au sein d'un État, en particulier un seul groupe ethnique au sein d'un État polyethnique;{Q874405};null;null;1
Q4204501;CIVILISATION;groupe ethnique historique;Pas de descriptions;{Q41710, Q15893266};null;null;10
Q3704243;;groupe ethnographique;groupe possédant des traits culturels qui le distinguent du groupe ethnique plus large dont il fait partie;{Q41710};null;null;1
Q4533081;RELIGION;groupe ethnolinguistique;Pas de descriptions;{Q9174};null;null;1
Q24577840;;groupe fictif de personnages;Pas de descriptions;{Q14514600, Q14623646};null;null;1
Q3117863;;groupe humain isolé;ensemble réduit d'êtres humains vivant ensemble, et isolé des sociétés humaines;{Q16334295};null;null;4
Q1936581;;groupe minéral;Pas de descriptions;{Q16889133};null;null;6
Q84467700;BIOLOGIE;groupe ou classe de protéines;métaclasse de deuxième ordre;{Q17339814, Q16889133};Q8054;Q7202;9
Q874405;;groupe social;collection d'au moins trois personnes, toutes membres du groupe, investis dans une relation sociale directe les uns avec les autres;{Q16334295, Q58778, Q7887142};null;null;2
Q8465;;guerre civile;conflit armé entre membres d'une même société;{Q198};null;null;1
Q205961;;habileté;aptitude acquise à réaliser un acte;{Q1347367, Q9081};null;null;1
Q22947;;habitant;personne vivant dans une endroit;{Q5};null;null;2
Q234343;LITTÉRATURE;hadîth;collection des dits et enseignements oraux de Muhammad;{Q7725634};null;null;1
Q5084;;hameau;groupe d’habitations en milieu rural;{Q10354598};null;null;1
Q12131;;handicap;limitation des possibilités d'interaction d'un individu avec son environnement;{Q937228};null;Q627208;1
Q25235;;heure;unité de temps de 60 minutes;{Q186081};null;null;1
Q47728;;hobby;Pas de descriptions;{Q184872};null;null;3
Q422137;;hormone stéroïdienne;Pas de descriptions;{Q177911, Q11364};null;null;1
Q170885;;huile essentielle;liquide concentré et hydrophobe des composés aromatiques volatils d'une plante;{Q169336, Q4739805, Q42962};null;null;1
Q4739805;;huile végétale;triglycéride extrait d'une plante;{Q427457, Q25403900, Q11870297, Q42962};null;null;1
Q28020127;;humanoïde de fiction;Pas de descriptions;{Q30017383, Q2593744};null;null;1
Q331769;;humeur;état d'âme persistant;{Q781413, Q41537118};null;null;2
Q42621;;hybride;croisement entre deux espèces;{Q7239, Q16521};null;null;1
Q3736622;;hybride canidé;Pas de descriptions;{Q42621, Q25324};null;null;1
Q182468;;hydrographie;l’étude et la description des cours d’eau et des étendues d’eau qu’on peut observer à la surface de la terre ou dans le sous-sol;{null};null;null;1
Q42250;;hydrologie;science qui traite de l'eau au-dessus, sur et sous la surface de la terre;{Q336};null;null;1
Q506710;;hydron;forme cationique de l'hydrogène atomique, représentée par le symbole H?;{Q37147};null;Q556036;1
Q484692;;hymne;chant et poème lyrique à la gloire d'un personnage, d'une grande idée, etc.;{Q7366, Q24055548, Q5185279};Q1208425;Q1640693;1
Q856713;;hymne chrétien;chanson avec un contenu religieux chrétien;{Q101515433, Q5185279, Q63203971, Q24055548};null;Q1640693;1
Q1569997;;hyperopération;Pas de descriptions;{Q3884033};null;null;2
Q41719;;hypothèse;proposition ou une explication que l'on se contente d'énoncer sans prendre position sur son caractère véridique;{Q108163, Q321703};Q24238356;null;1
Q840396;;idéal;Pas de descriptions;{Q1979154};null;null;1
Q4392985;;identité religieuse;Pas de descriptions;{Q844569};null;null;2
Q7257;;idéologie;système d'idées;{Q48324};null;null;8
Q5333510;;idéologie économique;type d'idéologie;{Q7257};null;null;2
Q12909644;POLITIQUE;idéologie politique;idéologie qui prône l'organisation sociale, politique et économique de la vie humaine;{Q7257};Q7163;null;50
Q23442;;île;terre émergée entourée d’eau de tous côtés;{Q271669, Q205895};null;null;1
Q178659;;illustration;représentation graphique ou picturale liée à un texte;{Q478798, Q4502142};null;null;1
Q931309;;imagerie médicale;technique d'acquisition et de restitution d'images du corps humain;{Q4914995, Q2671652, Q177719};null;null;1
Q8161;;impôt;prélèvement obligatoire effectué par voie d’autorité par la puissance publique lmohim ana si yahya;{Q748289, Q7748, Q98539598};null;null;2
Q1738991;;indice;nombre indiquant la valeur d'une certaine quantité;{Q107715, Q25472932};null;null;1
Q8148;;industrie;activités produisant des richesses avec la transformation des matières premières et à l'exploitation des sources d'énergie;{Q1914636};null;null;4
Q19595701;;industrie du divertissement;Pas de descriptions;{Q56611639, Q6520325};Q173799;null;1
Q11028;;information;message à communiquer et symboles utilisés pour l'écrire;{Q7184903};null;Q16387;1
Q1456832;;infraction;violation d'une loi de l'État, résultant d'un acte externe de l'homme;{Q3537603};null;null;1
Q10675206;;ingrédient;Pas de descriptions;{Q15989253, Q214609};null;null;2
Q25403900;CUISINE;ingrédient culinaire;ingrédient utilisé dans les produits alimentaires;{Q10675206, Q2095};null;null;21
Q31931265;;insigne d'un ordre;marque d'identification d'un ordre ou d'une congrégation, usuellement porté lors d'occasions spéciales;{Q552345};Q193622;null;1
Q20437094;SCULPTURE;installation;œuvre d'art tridimensionnelle conçue pour modifier la perception de l'espace;{Q860861};null;null;1
Q186408;;instant;position particulière dans le temps;{Q44946};null;null;1
Q1938208;;institution juridique;toutes les règles relatives à une relation juridique particulière;{Q49371};null;null;1
Q18810687;;institution politique;partie du système politique d'un état;{Q178706};null;null;1
Q1074814;;instrument chirurgical;outil ou appareil pour réaliser une opération chirurgicale;{Q39546, Q6554101};null;null;1
Q517061;;instrument de bord;Pas de descriptions;{Q1183543, Q28816538};null;null;1
Q2041172;;instrument de mesure;dispositif permettant de réaliser la mesure d'une quantité physique;{Q39546, Q1047213};Q12453;null;1
Q3743695;;instrument de mesure météorologique;appareil pour mesurer un paramètre météorologique;{Q2041172};null;null;1
Q34379;;instrument de musique;objet pouvant produire un son contrôlé par un musicien;{Q267228, Q39546};null;Q899293;2
Q1434112;;instrument de pilotage;Pas de descriptions;{Q517061};null;null;1
Q933870;;instrument de torture;Pas de descriptions;{Q39546, Q1183543};Q132781;null;3
Q1751850;;instrument d'optique;instrument formant une image d'un objet;{Q3099911, Q2920313};null;null;1
Q247506;;instrument financier;Pas de descriptions;{Q46737, Q93288};null;null;1
Q501390;EE;insulte;mot avec un sens péjoratif pour insulter des personnes;{Q571571, Q8171};null;null;6
Q571571;EE;insulte;état, expression ou comportement considéré comme dégradant ou offensif;{Q105364223};Q9418;null;2
Q104934;;interaction élémentaire;interactions responsables de tous les phénomènes physiques;{Q1293220, Q52948};null;null;1
Q83034;;interjection;catégorie de mots ou expressions qui expriment une émotion;{Q8171};null;null;1
Q189962;;intervalle;écart de hauteur entre deux notes;{Q6057278, Q107715};null;Q164204;1
Q12379015;;intervalle;distance spatiale ou temporelle, où les dispositifs techniques doivent être vérifiés;{Q186081};null;null;1
Q186081;;intervalle de temps;grandeur physique correspondant à l'intervalle entre deux instants temporels;{Q26907166, Q937228};null;null;1
Q188211;;invariant;propriété d'un objet non modifiée par un procédé appliqué à l'objet;{Q24034552, Q11348, Q937228};null;null;1
Q14208553;;invention;action de découvrir quelque chose;{Q174165, Q451967, Q1656682, Q6958747};null;null;3
Q466603;;isotope de l'hydrogène;classe des atomes d'hydrogène ayant le même nombre de neutron;{Q25276};null;null;1
Q12525553;;isotope du neutronium;Pas de descriptions;{Q25276};null;null;1
Q878130;;isotope stable;isotope qui n'a pas de radioactivité décelable;{Q25276, Q759767};null;null;1
Q1107656;;jardin;lieu aménagé où on cultive de façon ordonnée des plantes;{Q107425, Q21950738, Q1165944, Q628858, Q17350442, Q22652, Q35145743, Q386724};null;null;1
Q3757641;;javelot;arme de jet légère généralement composée d'une longue tige surmontée d'une pointe en acier;{Q44475, Q1566976};null;null;1
Q11410;;jeu;activité de loisirs;{Q173799, Q1150958};null;Q675281;2
Q1140722;JEU;jeu à boire;jeu dans lequel les participants boivent de l'alcool;{Q11410};null;null;1
Q1368898;JEU;jeu d'adresse;Pas de descriptions;{Q11410};null;null;6
Q11416;;jeu d'argent;type de jeu dans lequel on joue de l'argent et dont le déroulement est partiellement ou totalement soumis à la chance;{Q3590573, Q8187769, Q184872};null;null;1
Q142714;JEU;jeu de cartes;jeu basé sur un ensemble de cartes ou ensemble de ces cartes;{Q3244175};null;null;9
Q2617664;JEU;jeu de construction;d'éléments préfabriqués que l'enfant assemble à son gré ou en suivant les directives d'un cahier de modèles;{Q11422};null;null;1
Q3590573;JEU;jeu de hasard;type de jeu dont le déroulement est partiellement ou totalement soumis à la chance;{Q11410};null;null;1
Q1191150;;jeu de levées;Pas de descriptions;{Q142714};null;null;1
Q15220419;;jeu de mots;type de jeu à base de mots;{Q41595400};null;null;3
Q1643932;JEU;jeu de rôle sur table;forme de jeu de rôle de loisir;{Q160738, Q3244175};null;null;5
Q131436;JEU;jeu de société;jeu qui se joue à plusieurs;{Q3244175};null;null;7
Q3244175;;jeu de table;synonyme de jeu de société;{Q2424752, Q14947863, Q8205328, Q17537576};null;null;2
Q1446290;;jeu d'orgue;Pas de descriptions;{Q19659292};null;null;3
Q1509934;JEU;jeu enfantin;jeu aux règles informelles joué par les enfants;{Q11410};null;null;4
Q1272194;JEU;jeu par arrangement;Pas de descriptions;{Q11410};null;null;1
Q7889;;jeu vidéo;jeu utilisant un dispositif informatique;{Q2249149, Q51938570, Q2431196, Q166142, Q56055944};null;Q675281;3
Q41825;TEMPS;jour de la semaine;Pas de descriptions;{Q573};null;null;7
Q1445650;;jour férié;jour de fête civile ou religieuse, ou commémorant un événement;{Q15275719, Q14795564};null;null;4
Q1197685;;jour férié;Pas de descriptions;{Q1445650, Q2174956, Q7124679};null;null;1
Q60075825;;jour saint chrétien;jour saint au sein du christianisme;{Q375011, Q11483816};null;null;3
Q11032;;journal;périodique présentant des nouvelles et autres informations diverses;{Q11033, Q1002697, Q28877, Q43229, Q17172633, Q4830453};null;Q187084;7
Q1110794;ENTREPRISE;journal quotidien;type de journal publié tous les jours, éventuellement six ou cinq fois par semaine;{Q11032};null;null;3
Q184439;;juron;brève exclamation, plus ou moins grossière, vulgaire ou blasphématoire;{Q501390, Q8171, Q183046};null;null;1
Q653345;;justification;concept dans la théologie chrétienne;{null};null;null;1
Q6439708;;Kryptonien;race humanoïde de fiction;{Q28020127, Q1307329};null;null;1
Q18127;;label discographique;société d'édition musicale;{Q1417728, Q431289, Q4830453};Q10302058;null;4
Q1252319;;Laienbewegung;terme allemand: l'organisation de laïcs engagés, en particulier dans l'Église catholique;{Q43229, Q23955632};null;null;1
Q173341;;langage de description de matériel;Pas de descriptions;{Q1941921};null;null;1
Q9143;INFORMATIQUE;langage de programmation;langage artificiel conçu pour donner des instructions à une machine;{Q629206};null;null;4
Q34770;LINGUISTIQUE;langue;système de signes vocaux, graphiques ou gestuels, permettant la communication entre individus;{Q17376908};null;Q8162;93
Q171263;;langue agglutinante;type de langue;{Q48612};Q1276148;null;1
Q33215;;langue construite;langue créée par une ou plusieurs personnes dans un temps relativement bref;{Q3247505};null;null;1
Q1790577;;langue construite auxiliaire;langue humaine consciemment conçue;{Q33215};null;null;1
Q38058796;;langue éteinte;langue qui n'a plus de locuteurs, ou qui n'est plus utilisée;{Q45762, Q15893266};null;null;1
Q33648;;langue isolée;langue naturelle sans relation généalogiques démontrée avec d'autres langues;{Q33742};null;null;1
Q45762;LINGUISTIQUE;langue morte;langue qui n'est plus la langue maternelle d'aucune communauté, même si elle est toujours en utilisation;{Q20162172};null;null;4
Q33742;LINGUISTIQUE;langue naturelle;langue naturellement parlée par des humains, à l'inverse des langues construites formelles ou des langages formels;{Q20162172};null;null;5
Q23492;;langue officielle;langue qu'un État ou organisation utilise et dont le statut est inscrit dans la constitution ou la loi;{Q34770};Q334451;null;1
Q1288568;;langue vivante;langue en usage actuel;{Q20162172};null;null;3
Q10927834;;latéralité;type de préférence;{Q908656, Q3734365};Q542952;null;1
Q49371;;législation;normes juridiques;{Q820655};null;null;2
Q41786270;LINGUISTIQUE;lettre de l'alphabet géorgien;Pas de descriptions;{Q9788};null;null;1
Q19793459;LINGUISTIQUE;lettre grecque;lettre de l'alphabet grec;{Q9788};null;null;15
Q863583;ELEMENTS;liant;produit qui sert à agglomérer en masse solide des particules solides sous forme de poudre ou de granulats;{Q79529, Q30308136, Q3300034};null;null;1
Q200764;;librairie;boutique où l'on vend des livres;{Q213441};null;null;1
Q3895768;;lieu de fiction;lieu qui existe seulement dans des fictions;{Q15796005};null;null;2
Q24334893;;lieu mythique;lieu qui n'existe que dans un mythe et pas dans la réalité;{Q24334685};null;null;3
Q2606186;;ligatures de l'alphabet grec;ligatures utilisées dans l'écriture grecque ;{Q188725};null;null;1
Q728937;;ligne de chemin de fer;infrastructure linéaire parcourue par des trains;{Q83620, Q1311670, Q618123};null;null;1
Q2973801;;ligne fortifiée;ligne de positions défensives comprenant des fortifications;{Q2611489};null;null;1
Q11367;;lipide;matière grasse des êtres vivants;{Q174211};null;null;1
Q11435;COMPOSANTS;liquide;fluide facilement déformable mais difficilement compressible;{Q102205};null;null;2
Q1058795;COMPOSANTS;liquide biologique;fluide dans les organismes;{Q11435, Q289472, Q19388114};null;null;2
Q12139612;;liste;collection ordonnée d’éléments;{Q28813620, Q11028, Q2085518};null;null;2
Q66666236;;liste Wikimédia de personnes selon leur profession;liste de personnes de Wikimedia;{Q19692233};null;null;2
Q29154430;CROYANCES;livre de la Bible;Pas de descriptions;{Q88392887, Q571};null;null;1
Q486972;TOPONYMIE;localité;site d'habitation permanent ou temporaire d'une communauté;{Q82794, Q27096235, Q177634};null;null;17
Q699405;;logement;tout endroit où une ou plusieurs personnes peuvent s'abriter;{Q811979};null;null;1
Q341;;logiciel libre;logiciel sous licence libre;{Q5500964, Q56273712, Q14075, Q7397};Q40056;null;1
Q4716510;;Logique aléthique;Pas de descriptions;{Q1516917};null;Q491412;1
Q1076579;;loi du Parlement;type de loi;{Q7243147};null;null;1
Q184872;;loisir;activité effectuée durant son temps libre;{Q451967};null;null;1
Q189409;JEU;loterie;pari impliquant l'achat de ticket pour gagner un prix;{Q11416};null;null;1
Q9128;;lumière;ensemble des ondes électromagnétiques visibles par l'œil humain;{Q11386};null;Q14620;1
Q1218293;;lyse;Pas de descriptions;{Q28146343};null;null;1
Q11019;PRODUIT;machine;outil capable d'effectuer des tâches en consommant de l'énergie;{Q39546, Q1183543};null;null;4
Q16000047;;machine agricole;Pas de descriptions;{Q11019, Q3629395, Q3406743};null;null;1
Q186713;;machine simple;dispositif mécanique élémentaire modifiant module ou direction d'une force;{Q517596, Q1183543};null;null;1
Q152559;;macro-langue;étendue linguistique définie dans la norme ISO 639-3;{Q34770};null;null;2
Q41298;ENTREPRISE;magazine;publication périodique destinée à un large public;{Q1002697, Q340169, Q39725049, Q11033, Q1261026};null;null;14
Q11780435;;magazine mensuel;magazine qui parait tous les mois;{Q41298};null;null;1
Q81741;;magie;énergie mythique et fictive;{Q178934};null;null;1
Q3947;;maison;édifice destiné à l'habitation;{Q11755880};null;null;2
Q2085381;;maison d'édition;entreprise ou association imprimant et diffusant des livres ou des documents imprimés;{Q1331793, Q105044823, Q4830453, Q11033};null;null;2
Q12136;BIOLOGIE;maladie;altération de la santé;{Q2057971, Q567555, Q7189713, Q2996394};null;Q7208;62
Q314676;;maladie à déclaration obligatoire;Pas de descriptions;{Q16662561};null;null;3
Q18556249;;maladie de la conjonctive;Pas de descriptions;{Q3041498};null;null;1
Q55789477;;maladie de la tête et du cou;Pas de descriptions;{Q18557436};null;null;1
Q29568408;MALADIE;maladie des équidés;Pas de descriptions;{Q9190427};null;null;1
Q9190410;MALADIE;maladie des lapins;Pas de descriptions;{Q9190427};null;null;1
Q2662845;BIOLOGIE;maladie des plantes;maladie qui affecte les plantes;{Q12136};null;Q188956;2
Q18556754;;maladie du côlon;Pas de descriptions;{Q3055380};null;null;1
Q18123741;BIOLOGIE;maladie infectieuse;maladie causée par des agents pathogènes;{Q12136, Q42417296};Q87075524;Q788926;38
Q929833;BIOLOGIE;maladie rare;type de maladie;{Q12136};null;null;11
Q1266890;;maladie vasculaire;Pas de descriptions;{Q389735};null;null;1
Q1928978;;maladie virale;maladie humaine, animale ou végétale causée par une infection virale;{Q18123741, Q166231};null;Q3560823;1
Q1601114;;manœuvre;position ou changement de position d'un véhicule;{Q3249551, Q79782};null;null;1
Q1281158;;manœuvre de vol;type de manœuvre;{Q1601114};null;null;1
Q1191982;;mariculture;Pas de descriptions;{Q188989};null;null;1
Q1913135;;marionnette;figurine de spectacle;{Q168658};Q588750;null;1
Q431289;ENTITE;marque;nom utilisé pour désigner un bien ou un service;{Q16889133, Q167270};Q39809;null;4
Q167270;PRODUIT;marque;signe permettant de distinguer un produit ou service;{Q131257, Q3695082, Q80071, Q1632297};null;null;17
Q16323605;;marque alimentaire;Pas de descriptions;{Q431289, Q2095};null;null;2
Q10429667;;marque automobile;type de marque;{Q431289};null;null;2
Q19509097;;marque de cigarette;Pas de descriptions;{Q167270, Q431289};null;null;1
Q1618899;;marque de mode;Pas de descriptions;{Q1417728, Q167270, Q431289};Q11828862;null;1
Q29885778;;Marsupial de fiction;marsupial apparaissant des un univers de fiction;{Q27277631};null;null;1
Q181790;;matériau composite;matériau constitué d'un assemblage d'au moins deux matériaux;{Q214609, Q16829513};null;null;1
Q214609;;matériau de base;matière utilisée pour réaliser un objet au sens large;{Q2424752, Q28555911, Q25416091};null;Q228736;7
Q206615;COMPOSANTS;matériau de construction;matériau utilisé pour la construction;{Q214609};null;null;5
Q15303351;;matériel d'art;outil ou matière utilisée dans une oeuvre artistique;{Q214609};null;null;1
Q2383811;;matériel de bureau;tous les produits de consommation dans la vie quotidienne au bureau;{Q2424752};null;null;2
Q1521410;;matériel de cuisine;tout objet utilisé pour la préparation et la consommation des aliments;{Q26037047, Q1357761};null;null;1
Q3300034;PRODUIT;matériel de peinture;matériel de peinture ou dessin qui sert de véhicule à la couleur;{Q15303351};null;null;4
Q3966;;matériel informatique;ensemble des pièces détachées d'un appareil informatique;{Q2858615, Q2424752, Q11661};null;null;1
Q1783121;;matière organique;matière fabriquée par les êtres vivants;{Q214609};null;null;1
Q11474;ELEMENTS;matière plastique;type de matière organique solide, synthétique ou semi synthétique;{Q79529, Q214609};null;null;1
Q517596;;mécanisme;assemblage de pièces mécaniques dont certaines peuvent se déplacer par rapport aux autres;{Q58778, Q15401930};null;null;1
Q2866472;;mécanisme de défense;procédés inconscients en psychanalyse;{Q9332, Q12047512};Q41630;Q9418;2
Q188504;;médecine non conventionnelle;pratiques aux fondements scientifiques très variables, et diversement contrôlées par des instances officielles;{Q25312655, Q31207};null;null;2
Q340169;;média;moyen de diffusion permettant la communication;{Q12894677, Q286583};null;Q50636;3
Q1209283;;media électronique;type de media;{Q340169, Q269415};null;null;1
Q11033;;médias de masse;médias capables d'atteindre et d'influencer une large audience;{Q340169, Q8148, Q17537576, Q121182, Q3972943};null;Q165650;1
Q12140;PRODUIT;médicament;type de substance destinée à soigner, diagnostiquer, traîter ou prévenir une maladie;{Q8386, Q28885102};null;null;6
Q35456;PRODUIT;médicament essentiel;Pas de descriptions;{Q12140};Q7817;null;3
Q169336;ELEMENTS;mélange;substance qui comprend au moins deux substances pures;{Q79529};null;null;8
Q66902062;;mélange  complexe;Pas de descriptions;{Q169336};null;null;2
Q1339824;;mentalité;ensemble des habitudes et croyances d'un groupe social;{Q450};null;null;1
Q628523;;message;type d'information;{Q11028};null;null;2
Q1924249;;mesurande;grandeur physique telles que la masse, la puissance, la température, la cible d'une mesure a été ou sera;{Q1924397, Q309314};null;Q394;1
Q355020;;mesure de probabilité;Pas de descriptions;{Q192276};null;null;1
Q24017414;;métaclasse de premier ordre;métaclasse dont les instances sont des classes d'individus;{Q23959932};null;null;2
Q23958852;;métaclasse d'ordre variable;type de métaclasse;{Q23960977, Q19361238};null;null;1
Q19361238;;métaclasse Wikidata;classe Wikidata dont les instances sont des classes d'objets ou d'évènement du monde réel;{Q19478619, Q21522864};null;null;2
Q271449;COMPOSANTS;métal précieux;Métal pur, rare, lui conférant une valeur économique et culturelle élevée;{Q11426};null;null;1
Q815844;;méthode;Pas de descriptions;{Q190686};null;null;1
Q1799072;;méthode;processus pour réaliser quelque chose;{Q104637332, Q16686448, Q2695280};Q5891;null;5
Q18120378;;méthode de mesure;procédures pour mesurer des objets;{Q1799072};null;null;1
Q15169167;JUSTICE;méthode d'exécution;type de méthode;{Q1799072, Q1931388};null;null;10
Q12737077;TRAVAIL;métier;label appliqué à une personne en fonction d'une activité à laquelle il participe;{Q1807498};null;null;80
Q103810966;;métier de cirque;Ensemble des métiers liés aux arts du cirque et au fonctionnement d'un cirque;{Q28640};null;null;1
Q3922583;METIER;métier de la santé;type de profession;{Q28640};null;null;6
Q4220920;METIER;métier du cinéma;métier de l'industrie cinématographique;{Q28640};null;null;8
Q15839299;;métier du théâtre;Pas de descriptions;{Q28640, Q12737077};null;null;2
Q2207288;TRAVAIL;métier manuel;exercice d'un savoir-faire qualifié par une personne, pour entretien ou transformation d'objets;{Q1914636};null;null;29
Q6857706;METIER;métier militaire;Pas de descriptions;{Q1047113, Q28640};Q20872118;null;9
Q746549;COMPOSANTS;mets;plat ou aliment préparé, servi lors d’un repas;{Q8205328, Q2424752, Q2095};null;null;15
Q14745;;meuble;objet mobile à usage domestique;{Q31807746, Q1357761, Q2424752, Q8205328};null;null;2
Q575920;;milieu de culture;support qui permet la culture de cellules ou de microorganismes afin de permettre leur étude;{Q2356542, Q834028, Q11435, Q185744, Q50379882};null;null;1
Q83353;;minéralogie;science qui étudie les minéraux;{null};null;null;1
Q169930;MUSIQUE;mini-album;album de musique plus long qu'un single mais plus court qu'un album complet;{Q108346082, Q108910022};null;null;1
Q1259759;;mini-série;série télévisée racontant une histoire en un nombre fini d'épisodes;{Q7724161};null;null;2
Q2133344;;mission spatiale;Pas de descriptions;{Q5916, Q13425175};null;null;1
Q13099631;;mobilier liturgique;mobilier utile ou nécessaire à la célébration des cérémonies religieuses;{Q14745, Q21818579};null;null;1
Q184932;CULTURE;mode;trait grammatical;{Q980357};null;null;4
Q2515887;;mode de comportement;Pas de descriptions;{Q2083958, Q4026292, Q3769299};null;Q3919817;1
Q334166;TRANSPORT;mode de transport;forme particulière de transport qui se distingue par le milieu utilisé comme par exemple transport routier, transport ferroviaire, transport aérien, transport maritime;{Q21146257, Q16889133};null;null;6
Q32090;;mode de vie;manière de vivre d'une personne ou d'un groupe d'individus;{Q3769299, Q24034076};Q1810941;null;2
Q22908314;;mode rhétorique;Pas de descriptions;{Q367293};Q11024;null;1
Q271669;;modelé;unité géomorphologique des sciences de la terre;{Q12766313};null;Q52109;1
Q2294018;;modèle colorimétrique;Pas de descriptions;{Q486902};null;null;1
Q20888659;;modèle de caméra;métaclasse de premier ordre;{Q10929058};null;null;1
Q55990535;ORDINATEUR;modèle d'ordinateur;type de modèle;{Q10929058, Q62008942};null;null;1
Q193946;;modèle scientifique;assemblage de concepts représentant de manière simplifiée une chose réelle déjà existante (objet, phénomène, etc.), en vue de la comprendre, d’en prédire le comportement, etc;{Q2623243};null;null;1
Q47018901;TEMPS;mois du calendrier;l'un des douze mois d'un calendrier spécifique. Utiliser avec P31;{Q5151};null;null;25
Q39373172;;moitié;une des deux parties généralement à peu près égales en lesquelles tout ce qui peut être divisé, ou considéré comme divisé;{Q66055, Q15989253};null;null;1
Q1260524;;moment de la journée;type d'événement;{Q1190554, Q186081};null;null;3
Q44613;;monastère;bâtiments où habitent moines ou moniales;{Q1370598, Q19691007, Q24398318, Q43229, Q98116669};null;null;1
Q41207;;monnaie;morceau de matériau solide utilisé comme argent dans des transactions;{Q18536132, Q18593264, Q386724, Q2342494, Q693464};null;Q631286;2
Q8142;ECONOMIE;monnaie;instrument de paiement en vigueur en un lieu et à une époque donnée;{Q11105360, Q47574, Q1368, Q831772};null;null;17
Q28783456;;monnaie historique;Pas de descriptions;{Q8142, Q15893266, Q28607529};null;null;2
Q920028;;monstre marin;créature imaginaire monstrueuse vivant dans le monde marin;{Q276453};null;null;1
Q8502;;montagne;forme topographique de relief positif se détachant du relief environnant;{Q54050, Q2221906};null;Q52109;3
Q8171;;mot;suite de sons ou de caractères graphiques formant une unité sémantique distincte;{Q2944660, Q187931};null;null;3
Q743004;;moteur d'avion;moteur destiné à la propulsion des avions;{Q12757, Q28816538};null;null;1
Q1229071;;motif;terme des arts plastiques, forme esthétique à répétitions;{Q55412936, Q68614425};null;null;2
Q2083958;;motif;régularité discernable dans la nature ou dans une production humaine;{Q4184950};null;null;1
Q45057822;;motif géométrique;Pas de descriptions;{Q55413080};null;null;1
Q1770806;;moulure;classe d'éléments décoratifs dans l'ornementation;{Q6149036};null;null;1
Q79782;;mouvement;déplacement en mécanique, physique;{Q17320256, Q1150070, Q17988854};null;Q41217;1
Q968159;ARTS;mouvement artistique;ensemble d'artistes et d'œuvres artistiques ayant des traits communs affichés;{Q2198855, Q735};null;null;17
Q2198855;CULTURE;mouvement culturel;période et mouvement de l'histoire culturelle;{Q3533467, Q49773};null;null;6
Q3326867;ARTS;mouvement en peinture;style de peinture qui diffère soit pour des raisons esthétiques;{Q968159};null;null;1
Q3326717;ARTS;mouvement littéraire;mouvement artistique;{Q968159};null;null;4
Q2915955;PHILOSOPHIE;mouvement philosophique;type de mouvement;{Q5389993, Q49773};null;null;11
Q2738074;POLITIQUE;mouvement politique;mouvement social ayant un objectif politique;{Q49773};null;null;6
Q1323572;;mouvement réformateur;type de mouvement;{Q49773};null;null;1
Q1826286;;mouvement religieux;mouvement social et idéologique dans le domaine religieux;{Q49773};Q9174;null;1
Q49773;;mouvement social;action collective selon des formes d'organisation et stratégies variées et des tentatives de mobilisation variées en faveur d'un changement social;{Q3533467, Q16334295, Q203764};null;null;3
